Bulan,Trimester,Kategori_Risiko,Hari_Ke,No_Tugas,Tugas_Harian,Kategori_Aktivitas
4,Trimester 2,Risiko Sedang,6,4,Rendam kaki dengan air hangat suam-suam kuku campur garam mandi selama 15 menit di sore hari.,Higienitas & Self-Care
4,Trimester 2,Risiko Sedang,6,5,Simpan jadwal konsultasi dokter spesialis kandungan trimester 2 di kalender ponsel.,Persiapan Praktis
4,Trimester 2,Risiko Sedang,7,1,Minum segelas susu kalsium tinggi hangat non-lemak sebelum tidur.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Sedang,7,2,Atur kotak obat mingguan untuk memastikan tidak ada tablet tambah darah yang terlewat.,Vitamin & Obat
4,Trimester 2,Risiko Sedang,7,3,Tidur malam dengan bantal penopang punggung dan bantal di antara kedua lutut.,Aktivitas & Istirahat
4,Trimester 2,Risiko Sedang,7,4,Oleskan krim kaki (foot cream) untuk meredakan rasa pegal pada tumit sebelum tidur.,Higienitas & Self-Care
4,Trimester 2,Risiko Sedang,7,5,Pastikan berkas asuransi persalinan sudah terkonfirmasi aktif tanpa kendala administrasi.,Persiapan Praktis
4,Trimester 2,Risiko Tinggi,1,1,Santap telur rebus matang lumat campur kentang tumbuk halus di tempat tidur.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Tinggi,1,2,Minum obat pencegah kontraksi/penguat kandungan dosis pagi tepat waktu di ranjang.,Vitamin & Obat
4,Trimester 2,Risiko Tinggi,1,3,Tirah baring di kasur posisi miring kiri untuk optimasi aliran darah ke plasenta.,Aktivitas & Istirahat
4,Trimester 2,Risiko Tinggi,1,4,Seka tubuh di tempat tidur menggunakan handuk basah hangat berbusa sabun hipoalergenik.,Higienitas & Self-Care
4,Trimester 2,Risiko Tinggi,1,5,Riset review perlengkapan bayi newborn secara daring dari atas tempat tidur.,Persiapan Praktis
4,Trimester 2,Risiko Tinggi,2,1,Minum sari kurma hangat atau jus buah bit apel encer yang disajikan di kasur.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Tinggi,2,2,Konsumsi tablet tambah darah (Fe) dosis medis bersama air perasan jeruk di kasur.,Vitamin & Obat
4,Trimester 2,Risiko Tinggi,2,3,Lakukan gerakan ankle circles (memutar pergelangan kaki) lembut 10 putaran di ranjang.,Aktivitas & Istirahat
4,Trimester 2,Risiko Tinggi,2,4,Oleskan minyak stretch mark pada perut dan pinggul secara perlahan di ranjang oleh pendamping.,Higienitas & Self-Care
4,Trimester 2,Risiko Tinggi,2,5,Pesan kebutuhan pakaian ibu hamil longgar dan bantal penopang medis via smartphone di kasur.,Persiapan Praktis
4,Trimester 2,Risiko Tinggi,3,1,Makan siang nasi tim halus isi daging ayam kampung giling dan sayur labu di ranjang.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Tinggi,3,2,Minum suplemen DHA dan multivitamin trimester 2 setelah makan siang di ranjang.,Vitamin & Obat
4,Trimester 2,Risiko Tinggi,3,3,Latihan relaksasi visualisasi positif 15 menit di tempat tidur tanpa gerak fisik.,Aktivitas & Istirahat
4,Trimester 2,Risiko Tinggi,3,4,Ganti pakaian tidur daster katun longgar berkancing yang memudahkan pemeriksaan dokter di kasur.,Higienitas & Self-Care
4,Trimester 2,Risiko Tinggi,3,5,Ikuti kelas edukasi kehamilan daring sambil berbaring santai di tempat tidur.,Persiapan Praktis
4,Trimester 2,Risiko Tinggi,4,1,Konsumsi camilan pudding chia seed susu kedelai lembut di tempat tidur.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Tinggi,4,2,Konsumsi obat penguat/tokolitik dosis siang sesuai jadwal ketat di tempat tidur.,Vitamin & Obat
4,Trimester 2,Risiko Tinggi,4,3,Pertahankan tirah baring penuh dan delegasikan seluruh aktivitas fisik ke pasangan.,Aktivitas & Istirahat
4,Trimester 2,Risiko Tinggi,4,4,Lakukan kebersihan area genital di ranjang dengan air steril mengalir dan keringkan seksama.,Higienitas & Self-Care
4,Trimester 2,Risiko Tinggi,4,5,"Letakkan stok tisu basah, kantong muntah higienis, dan air mineral di laci samping ranjang.",Persiapan Praktis
4,Trimester 2,Risiko Tinggi,5,1,Penuhi target minum 2 liter air mineral bertahap via sedotan tanpa perlu bangkit.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Tinggi,5,2,Minum tablet kalsium dosis anjuran dokter pada jeda sore hari di ranjang.,Vitamin & Obat
4,Trimester 2,Risiko Tinggi,5,3,Ubah posisi baring perlahan dari miring kiri ke semi-Fowler dengan bantal.,Aktivitas & Istirahat
4,Trimester 2,Risiko Tinggi,5,4,"Oleskan krim pelembap pada area siku, tumit, dan bokong untuk mencegah iritasi kasur.",Higienitas & Self-Care
4,Trimester 2,Risiko Tinggi,5,5,Diskusikan rencana pengasuhan anak sulung (jika ada) saat ibu menjalani perawatan medis.,Persiapan Praktis
4,Trimester 2,Risiko Tinggi,6,1,Makan malam sup bening tahu sutra dan daging cincang lembut dalam posisi semi-Fowler.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Tinggi,6,2,Konsumsi obat penguat/pencegah kontraksi dosis malam tepat waktu di kasur.,Vitamin & Obat
4,Trimester 2,Risiko Tinggi,6,3,Dengarkan audio hypnobirthing relaksasi di kasur untuk kenyamanan rahim.,Aktivitas & Istirahat
4,Trimester 2,Risiko Tinggi,6,4,Minta pendamping mencuci rambut dengan dry shampoo atau hair basin portabel di ranjang.,Higienitas & Self-Care
4,Trimester 2,Risiko Tinggi,6,5,Konfirmasi ulang ketersediaan kamar rawat inap risiko tinggi di RS rujukan utama.,Persiapan Praktis
4,Trimester 2,Risiko Tinggi,7,1,Minum susu kehamilan bernutrisi lengkap hangat sebelum waktu tidur di kasur.,Nutrisi & Hidrasi
4,Trimester 2,Risiko Tinggi,7,2,Minta pendamping mencatat buku kepatuhan obat harian dan stok obat persalinan.,Vitamin & Obat
4,Trimester 2,Risiko Tinggi,7,3,Tidur malam berkualitas di tempat tidur dengan guling penopang pinggul yang stabil.,Aktivitas & Istirahat
4,Trimester 2,Risiko Tinggi,7,4,Lakukan pijat relaksasi kepala dan leher ringan di tempat tidur untuk kenyamanan tidur.,Higienitas & Self-Care
4,Trimester 2,Risiko Tinggi,7,5,Susun rincian berkas klaim asuransi kehamilan risiko tinggi bersama pendamping di ranjang.,Persiapan Praktis
5,Trimester 2,Risiko Rendah,1,1,"Konsumsi smoothie bayam, pisang, dan susu kedelai tinggi kalsium di pagi hari.",Nutrisi & Hidrasi
5,Trimester 2,Risiko Rendah,1,2,Minum tablet kalsium 500 mg setelah sarapan pagi dengan segelas air putih.,Vitamin & Obat
5,Trimester 2,Risiko Rendah,1,3,Jalan pagi santai 30 menit di taman dengan sepatu olahraga berdaya serap benturan baik.,Aktivitas & Istirahat
5,Trimester 2,Risiko Rendah,1,4,"Aplikasikan body butter pada perut, pinggul, dan paha dua kali sehari untuk mencegah gatal kulit meregang.",Higienitas & Self-Care
5,Trimester 2,Risiko Rendah,1,5,"Mulai membeli perlengkapan dasar bayi (pakaian newborn, popok kain, kain bedong) secara bertahap.",Persiapan Praktis
5,Trimester 2,Risiko Rendah,2,1,Sarapan nasi goreng beras merah dengan campuran teri basah segar matang dan telur.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Rendah,2,2,Konsumsi suplemen vitamin D3 1000 IU untuk optimasi mineralisasi tulang janin.,Vitamin & Obat
5,Trimester 2,Risiko Rendah,2,3,Lakukan sesi prenatal yoga 25 menit (fokus peregangan hamstring dan pembuka panggul).,Aktivitas & Istirahat
5,Trimester 2,Risiko Rendah,2,4,Gunakan maternity bra dengan tali lebar yang menopang beban payudara secara optimal.,Higienitas & Self-Care
5,Trimester 2,Risiko Rendah,2,5,Survei lokasi dan fasilitas ruang bersalin (maternity ward tour) di rumah sakit pilihan.,Persiapan Praktis
5,Trimester 2,Risiko Rendah,3,1,"Makan siang fillet ikan dori panggang, kentang rebus, dan salad sayur rebus saus wijen.",Nutrisi & Hidrasi
5,Trimester 2,Risiko Rendah,3,2,Minum tablet tambah darah (Fe) pada sore/malam hari sebelum tidur untuk mencegah mual.,Vitamin & Obat
5,Trimester 2,Risiko Rendah,3,3,Istirahat siang teratur 30-45 menit posisi miring kiri untuk meringankan pembuluh vena cava.,Aktivitas & Istirahat
5,Trimester 2,Risiko Rendah,3,4,Mandi air hangat suam-suam kuku dan gunakan scrub tubuh lembut berbahan alami 1x seminggu.,Higienitas & Self-Care
5,Trimester 2,Risiko Rendah,3,5,Pilih bantal menyusui (nursing pillow) dan pompa ASI yang ergonomis.,Persiapan Praktis
5,Trimester 2,Risiko Rendah,4,1,Ngemil yogurt Greek dengan taburan chia seeds dan potongan stroberi segar.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Rendah,4,2,Konsumsi suplemen DHA prenatal berkonsentrasi tinggi sesudah makan siang.,Vitamin & Obat
5,Trimester 2,Risiko Rendah,4,3,"Latihan senam kegel 4 set (tahan 6 detik, rileks 6 detik) secara konsisten.",Aktivitas & Istirahat
5,Trimester 2,Risiko Rendah,4,4,Jaga kebersihan area puting dengan membersihkannya lembut menggunakan air hangat tanpa sabun keras.,Higienitas & Self-Care
5,Trimester 2,Risiko Rendah,4,5,Diskusikan rencana nama calon bayi dan makna filosofisnya bersama pasangan.,Persiapan Praktis
5,Trimester 2,Risiko Rendah,5,1,"Jaga hidrasi optimal 2,7 liter air mineral sepanjang aktivitas harian.",Nutrisi & Hidrasi
5,Trimester 2,Risiko Rendah,5,2,Minum multivitamin kehamilan harian secara tertib setiap pagi.,Vitamin & Obat
5,Trimester 2,Risiko Rendah,5,3,Lakukan gerakan squat hamil bersandar dinding (wall squat) 10 repetisi perlahan.,Aktivitas & Istirahat
5,Trimester 2,Risiko Rendah,5,4,Ganti pakaian dalam dan gunakan maternity underwear berdesain over-the-bump yang nyaman.,Higienitas & Self-Care
5,Trimester 2,Risiko Rendah,5,5,Siapkan ruang khusus untuk mencuci dan mengeringkan pakaian bayi secara higienis.,Persiapan Praktis
5,Trimester 2,Risiko Rendah,6,1,Makan malam tumis daging sapi lada manis dengan brokoli dan wortel matang.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Rendah,6,2,Pastikan meminimalkan tablet kalsium kedua (jika dosis 1000 mg/hari) pada siang hari.,Vitamin & Obat
5,Trimester 2,Risiko Rendah,6,3,Jalan santai sore 20 menit di sekitar perumahan.,Aktivitas & Istirahat
5,Trimester 2,Risiko Rendah,6,4,Gunakan pelembap wajah SPF 30+ non-komedogenik untuk mencegah flek hitam kehamilan (chloasma).,Higienitas & Self-Care
5,Trimester 2,Risiko Rendah,6,5,Ikuti kelas laktasi untuk mempelajari teknik pelekatan menyusui yang benar sejak dini.,Persiapan Praktis
5,Trimester 2,Risiko Rendah,7,1,Minum segelas susu sapi pasteurisasi hangat sebelum tidur malam.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Rendah,7,2,Periksa kotak obat dan siapkan stok vitamin prenatal untuk jadwal periksa berikutnya.,Vitamin & Obat
5,Trimester 2,Risiko Rendah,7,3,Tidur malam minimal 8 jam menggunakan maternity pillow untuk menopang perut yang membesar.,Aktivitas & Istirahat
5,Trimester 2,Risiko Rendah,7,4,Lakukan pijat relaksasi mandiri pada telapak kaki dengan minyak aroma kamomil sebelum tidur.,Higienitas & Self-Care
5,Trimester 2,Risiko Rendah,7,5,Pastikan dokumen administrasi kehamilan (buku KIA) selalu tersimpan di tas harian.,Persiapan Praktis
5,Trimester 2,Risiko Sedang,1,1,Sarapan pancake oatmeal buatan sendiri dengan olesan madu dan irisan buah pisang.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Sedang,1,2,Minum suplemen kalsium dosis pagi sesudah makan sarapan.,Vitamin & Obat
5,Trimester 2,Risiko Sedang,1,3,Jalan santai pagi di area rumah selama 15-20 menit dengan kecepatan santai.,Aktivitas & Istirahat
5,Trimester 2,Risiko Sedang,1,4,Oleskan minyak kelapa murni (VCO) pada kulit perut yang mulai meregang dan terasa gatal.,Higienitas & Self-Care
5,Trimester 2,Risiko Sedang,1,5,Beli perlengkapan dasar bayi secara bertahap via toko daring terpercaya dari rumah.,Persiapan Praktis
5,Trimester 2,Risiko Sedang,2,1,Minum jus melon manis dingin tanpa sirup tambahan untuk menyegarkan tubuh.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Sedang,2,2,Konsumsi vitamin D3 dan multivitamin prenatal setelah makan pagi.,Vitamin & Obat
5,Trimester 2,Risiko Sedang,2,3,Duduk di birth ball dan lakukan ayunan panggul maju-mundur lembut selama 10 menit didampingi.,Aktivitas & Istirahat
5,Trimester 2,Risiko Sedang,2,4,Kenakan pakaian hamil yang longgar berbahan linen atau katun dingin menyerap keringat.,Higienitas & Self-Care
5,Trimester 2,Risiko Sedang,2,5,Lakukan virtual tour ruang bersalin RS rujukan melalui video atau kontak humas RS.,Persiapan Praktis
5,Trimester 2,Risiko Sedang,3,1,"Makan siang nasi putih, tempe bacem panggang, sup labu kuning, dan rolade daging matang.",Nutrisi & Hidrasi
5,Trimester 2,Risiko Sedang,3,2,Minum suplemen DHA prenatal setelah makan siang bersama segelas air putih.,Vitamin & Obat
5,Trimester 2,Risiko Sedang,3,3,Tidur siang terjadwal 1 jam di kasur dengan posisi miring kiri berbantal empuk.,Aktivitas & Istirahat
5,Trimester 2,Risiko Sedang,3,4,Mandi menggunakan air suam-suam kuku dengan bantuan kursi mandi jika terasa mudah lelah.,Higienitas & Self-Care
5,Trimester 2,Risiko Sedang,3,5,Pilih pompa ASI elektrik dengan mode stimulasi lembut dari review terpercaya secara online.,Persiapan Praktis
5,Trimester 2,Risiko Sedang,4,1,Ngemil kacang edamame rebus hangat 1 mangkuk kecil sebagai sumber kalsium & protein.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Sedang,4,2,Minum tablet tambah darah (Fe) malam hari sebelum tidur bersama air lemon/jeruk.,Vitamin & Obat
5,Trimester 2,Risiko Sedang,4,3,Hindari berdiri lebih dari 15 menit saat memasak atau beraktivitas harian.,Aktivitas & Istirahat
5,Trimester 2,Risiko Sedang,4,4,Pastikan sela paha dan lipatan kulit kering sempurna sebelum mengenakan pakaian dalam.,Higienitas & Self-Care
5,Trimester 2,Risiko Sedang,4,5,Tulis beberapa opsi nama calon bayi dalam buku catatan keluarga bersama pasangan.,Persiapan Praktis
5,Trimester 2,Risiko Sedang,5,1,"Minum air putih terjadwal 2,3 liter per hari menggunakan gelas bertakar.",Nutrisi & Hidrasi
5,Trimester 2,Risiko Sedang,5,2,Konsumsi suplemen magnesium (jika diresepkan dokter untuk meredakan kram otot betis).,Vitamin & Obat
5,Trimester 2,Risiko Sedang,5,3,Peregangan otot betis lembut bersandar kursi untuk mencegah kram malam hari.,Aktivitas & Istirahat
5,Trimester 2,Risiko Sedang,5,4,Ganti pakaian dalam katun longgar secara berkala untuk menjaga kebersihan organ intim.,Higienitas & Self-Care
5,Trimester 2,Risiko Sedang,5,5,Minta pasangan menyiapkan lemari khusus bersih untuk menyimpan baju bayi yang dibeli.,Persiapan Praktis
5,Trimester 2,Risiko Sedang,6,1,Makan malam sup ayam jagung manis bening dan perkedel kentang panggang.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Sedang,6,2,Pastikan jeda konsumsi kalsium dan zat besi minimal 4 jam agar tidak saling menghambat.,Vitamin & Obat
5,Trimester 2,Risiko Sedang,6,3,Elevasi kedua kaki ke atas bantal guling selama 30 menit di sofa pada sore hari.,Aktivitas & Istirahat
5,Trimester 2,Risiko Sedang,6,4,Kompres hangat area punggung bawah dengan bantal pemanas (heating pad) bersuhu rendah selama 15 menit.,Higienitas & Self-Care
5,Trimester 2,Risiko Sedang,6,5,Simak video edukasi laktasi dan inisiasi menyusu dini (IMD) bersama pasangan di sofa santai.,Persiapan Praktis
5,Trimester 2,Risiko Sedang,7,1,Minum susu prenatal kaya kalsium dan vitamin D hangat 1 jam sebelum tidur.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Sedang,7,2,Isi ulang kotak obat 7 hari ke depan dengan tablet kalsium dan zat besi yang teratur.,Vitamin & Obat
5,Trimester 2,Risiko Sedang,7,3,Tidur malam dengan posisi miring kiri didukung bantal penyangga di bawah perut.,Aktivitas & Istirahat
5,Trimester 2,Risiko Sedang,7,4,Oleskan losion pencegah kram pada betis sebelum tidur malam.,Higienitas & Self-Care
5,Trimester 2,Risiko Sedang,7,5,Pastikan buku kontrol kehamilan selalu dibawa setiap kali keluar rumah.,Persiapan Praktis
5,Trimester 2,Risiko Tinggi,1,1,Santap bubur havermut susu tinggi kalsium dengan taburan bubuk almond halus di kasur.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Tinggi,1,2,Minum obat pencegah kontraksi dini dosis pagi tepat waktu di tempat tidur.,Vitamin & Obat
5,Trimester 2,Risiko Tinggi,1,3,Tirah baring posisi miring kiri stabil di tempat tidur dengan bantal penyangga.,Aktivitas & Istirahat
5,Trimester 2,Risiko Tinggi,1,4,Seka badan di atas tempat tidur dengan air hangat suam-suam kuku dan sabun pH netral.,Higienitas & Self-Care
5,Trimester 2,Risiko Tinggi,1,5,Pilih perlengkapan bayi esensial melalui katalog daring di smartphone di atas kasur.,Persiapan Praktis
5,Trimester 2,Risiko Tinggi,2,1,Minum sari kacang hijau hangat buatan rumah tanpa santan di tempat tidur.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Tinggi,2,2,Konsumsi tablet kalsium dosis tinggi dan vitamin D3 setelah sarapan di kasur.,Vitamin & Obat
5,Trimester 2,Risiko Tinggi,2,3,Lakukan pernapasan dalam 15 menit untuk meningkatkan saturasi oksigen janin di ranjang.,Aktivitas & Istirahat
5,Trimester 2,Risiko Tinggi,2,4,Minta pendamping mengoleskan body butter pada kulit perut dan pinggul secara lembut di kasur.,Higienitas & Self-Care
5,Trimester 2,Risiko Tinggi,2,5,Minta pendamping mengurus seluruh pendaftaran dan administrasi persalinan ke RS rujukan.,Persiapan Praktis
5,Trimester 2,Risiko Tinggi,3,1,Makan siang nasi tim lembut cincangan ikan dori dan wortel parut di ranjang.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Tinggi,3,2,Minum suplemen DHA prenatal dan multivitamin lengkap setelah makan siang di ranjang.,Vitamin & Obat
5,Trimester 2,Risiko Tinggi,3,3,Gerakkan jari tangan dan kaki secara berkala di kasur untuk mencegah kekakuan.,Aktivitas & Istirahat
5,Trimester 2,Risiko Tinggi,3,4,Ganti piyama katun berkancing depan yang bersih dan longgar di ranjang.,Higienitas & Self-Care
5,Trimester 2,Risiko Tinggi,3,5,Pilih pompa ASI dan wadah steril melalui belanja daring dari tempat tidur.,Persiapan Praktis
5,Trimester 2,Risiko Tinggi,4,1,Konsumsi buah alpukat kerok lembut campur sedikit madu di tempat tidur.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Tinggi,4,2,Konsumsi obat pencegah kontraksi dosis siang sesuai jadwal resep di tempat tidur.,Vitamin & Obat
5,Trimester 2,Risiko Tinggi,4,3,Tetap berada di tempat tidur dan minta bantuan penuh untuk kebutuhan makan dan minum.,Aktivitas & Istirahat
5,Trimester 2,Risiko Tinggi,4,4,Lakukan perawatan higienitas mulut dan pembersihan sela gigi di atas kasur.,Higienitas & Self-Care
5,Trimester 2,Risiko Tinggi,4,5,Diskusikan pilihan nama calon buah hati bersama pasangan di tempat tidur santai.,Persiapan Praktis
5,Trimester 2,Risiko Tinggi,5,1,Pertahankan hidrasi 2 liter air mineral sedikit demi sedikit melalui botol vakum sedotan.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Tinggi,5,2,Minum tablet tambah darah (Fe) khusus di sore hari bersama jus jeruk di kasur.,Vitamin & Obat
5,Trimester 2,Risiko Tinggi,5,3,Gunakan bantal wedge khusus untuk menopang punggung bawah saat berbaring di kasur.,Aktivitas & Istirahat
5,Trimester 2,Risiko Tinggi,5,4,Bersihkan area genital dengan air bersih hangat dan keringkan dengan kain kasa steril di ranjang.,Higienitas & Self-Care
5,Trimester 2,Risiko Tinggi,5,5,Minta keluarga mencuci dan menata pakaian newborn yang telah tiba di rumah.,Persiapan Praktis
5,Trimester 2,Risiko Tinggi,6,1,Makan malam sup krim jagung ayam cincang lunak hangat dalam posisi setengah duduk.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Tinggi,6,2,Konsumsi obat pencegah kontraksi dosis malam tepat waktu sebelum tidur di ranjang.,Vitamin & Obat
5,Trimester 2,Risiko Tinggi,6,3,Dengaran audio afirmasi kenyamanan janin di kasur dalam suasana tenang.,Aktivitas & Istirahat
5,Trimester 2,Risiko Tinggi,6,4,Minta pendamping memijat lembut kedua tungkai dari bawah ke atas untuk peredaran darah.,Higienitas & Self-Care
5,Trimester 2,Risiko Tinggi,6,5,Konsultasikan rencana IMD pada persalinan dengan indikasi medis kepada dokter via chat/kontrol.,Persiapan Praktis
5,Trimester 2,Risiko Tinggi,7,1,Minum susu khusus kehamilan formula lengkap hangat sebelum tidur di ranjang.,Nutrisi & Hidrasi
5,Trimester 2,Risiko Tinggi,7,2,Pastikan pendamping memverifikasi kepatuhan seluruh regimen obat harian di kartu resep.,Vitamin & Obat
5,Trimester 2,Risiko Tinggi,7,3,Tidur malam optimal di tempat tidur dengan posisi baring miring yang nyaman dan aman.,Aktivitas & Istirahat
5,Trimester 2,Risiko Tinggi,7,4,Oleskan pelembap bibir dan krim pelembap tangan di tempat tidur sebelum tidur.,Higienitas & Self-Care
5,Trimester 2,Risiko Tinggi,7,5,Pastikan map rekam medis lengkap selalu siap di samping ranjang untuk dibawa ke RS.,Persiapan Praktis
6,Trimester 2,Risiko Rendah,1,1,Awali hari dengan roti gandum panggang telur mata sapi matang dan alpukat iris.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Rendah,1,2,Minum suplemen DHA 200-300 mg sesudah sarapan pagi untuk perkembangan otak janin.,Vitamin & Obat
6,Trimester 2,Risiko Rendah,1,3,Berenang gaya dada santai selama 30 menit di kolam renang bersih atau jalan pagi 30 menit.,Aktivitas & Istirahat
6,Trimester 2,Risiko Rendah,1,4,Oleskan stretch mark oil/cream secara intensif pada perut yang semakin membesar sehabis mandi.,Higienitas & Self-Care
6,Trimester 2,Risiko Rendah,1,5,"Mulai mencuci pakaian, selimut, dan popok kain bayi menggunakan deterjen khusus bayi bebas alergen.",Persiapan Praktis
6,Trimester 2,Risiko Rendah,2,1,Minum 300 ml air putih hangat dan siapkan bekal buah segar berglikemik rendah (apel/pir).,Nutrisi & Hidrasi
6,Trimester 2,Risiko Rendah,2,2,Konsumsi tablet tambah darah (Fe) harian bersama sumber vitamin C alami.,Vitamin & Obat
6,Trimester 2,Risiko Rendah,2,3,Lakukan senam prenatal peregangan tulang belakang dan bahu selama 20 menit.,Aktivitas & Istirahat
6,Trimester 2,Risiko Rendah,2,4,Gunakan pakaian dalam hamil berbahan katun organik yang elastis dan berpori udara baik.,Higienitas & Self-Care
6,Trimester 2,Risiko Rendah,2,5,"Buat draf rencana persalinan (birth plan) mencakup metode persalinan, pendamping, dan pereda nyeri.",Persiapan Praktis
6,Trimester 2,Risiko Rendah,3,1,Makan siang nasi merah dengan ikan salmon bakar saus lemon dan tumis buncis bawang putih.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Rendah,3,2,Minum tablet kalsium 500 mg setelah makan siang dengan segelas air mineral.,Vitamin & Obat
6,Trimester 2,Risiko Rendah,3,3,Istirahat baring miring kiri selama 45 menit di siang hari.,Aktivitas & Istirahat
6,Trimester 2,Risiko Rendah,3,4,Mandi air segar dan gunakan sabun pembersih bebas pewangi sintetis untuk cegah iritasi.,Higienitas & Self-Care
6,Trimester 2,Risiko Rendah,3,5,Siapkan koper/tas persalinan (hospital bag) dan mulai cicil perlengkapan ibu dan bayi.,Persiapan Praktis
6,Trimester 2,Risiko Rendah,4,1,Ngemil kacang walnut panggang dan dark chocolate 70% seukuran dua jari.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Rendah,4,2,Konsumsi suplemen multivitamin prenatal harian secara konsisten.,Vitamin & Obat
6,Trimester 2,Risiko Rendah,4,3,Latihan senam kegel 4 set dikombinasikan dengan latihan pernapasan persalinan.,Aktivitas & Istirahat
6,Trimester 2,Risiko Rendah,4,4,Gunakan sepatu bertumit rendah (maksimal 2 cm) dengan bantalan insole empuk saat bepergian.,Higienitas & Self-Care
6,Trimester 2,Risiko Rendah,4,5,Pasang kursi keselamatan bayi di mobil (infant car seat) dan pelajari cara instalasinya.,Persiapan Praktis
6,Trimester 2,Risiko Rendah,5,1,"Pertahankan target 2,8 liter air mineral untuk mencegah dehidrasi dan kram tungkai.",Nutrisi & Hidrasi
6,Trimester 2,Risiko Rendah,5,2,Minum vitamin D3 harian bersama makanan yang mengandung lemak sehat.,Vitamin & Obat
6,Trimester 2,Risiko Rendah,5,3,Goyangkan panggul di atas birth ball selama 15 menit untuk meredakan pegal pinggang.,Aktivitas & Istirahat
6,Trimester 2,Risiko Rendah,5,4,Ganti celana dalam segera jika terasa basah akibat peningkatan cairan vagina normal kehamilan.,Higienitas & Self-Care
6,Trimester 2,Risiko Rendah,5,5,Diskusikan pembagian cuti melahirkan dan cuti ayah (paternity leave) dengan pasangan.,Persiapan Praktis
6,Trimester 2,Risiko Rendah,6,1,Makan malam sup kacang merah dengan iga daging sapi empuk dan sayur sawi hijau matang.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Rendah,6,2,Konsumsi suplemen serat/probiotik prenatal jika direkomendasikan dokter kandungan.,Vitamin & Obat
6,Trimester 2,Risiko Rendah,6,3,Jalan santai sore 20 menit menikmati pemandangan alam.,Aktivitas & Istirahat
6,Trimester 2,Risiko Rendah,6,4,Gunakan lotion tabir surya fisik sebelum keluar rumah untuk melindungi kulit dari hiperpigmentasi.,Higienitas & Self-Care
6,Trimester 2,Risiko Rendah,6,5,Cari kontak dokter spesialis anak (Sp.A) terdekat untuk pemeriksaan bayi setelah lahir.,Persiapan Praktis
6,Trimester 2,Risiko Rendah,7,1,Minum segelas susu hamil berkandungan DHA tinggi sebelum tidur.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Rendah,7,2,Evaluasi keteraturan konsumsi suplemen trimester 2 dan rapikan kotak obat mingguan.,Vitamin & Obat
6,Trimester 2,Risiko Rendah,7,3,"Tidur malam 8 jam dengan bantal hamil lengkap penopang punggung, perut, dan lutut.",Aktivitas & Istirahat
6,Trimester 2,Risiko Rendah,7,4,Rendam kaki di baskom air hangat bertabur garam epsom dan minyak lavender selama 15 menit.,Higienitas & Self-Care
6,Trimester 2,Risiko Rendah,7,5,Lakukan sesi foto kehamilan (maternity photoshoot) santai di rumah atau studio terdekat.,Persiapan Praktis
6,Trimester 2,Risiko Sedang,1,1,Sarapan bubur havermut gurih dengan topping suwiran ayam rebus dan telur omega matang.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Sedang,1,2,Minum suplemen DHA prenatal dan vitamin D3 setelah makan pagi.,Vitamin & Obat
6,Trimester 2,Risiko Sedang,1,3,Jalan santai santai pagi selama 15 menit di permukaan jalan yang rata dan aman.,Aktivitas & Istirahat
6,Trimester 2,Risiko Sedang,1,4,Aplikasikan krim pelembap intensif pada perut dan pinggul untuk meredakan sensasi kulit tertarik.,Higienitas & Self-Care
6,Trimester 2,Risiko Sedang,1,5,Minta bantuan pasangan mencuci dan menyetrika pakaian newborn dengan deterjen ramah bayi.,Persiapan Praktis
6,Trimester 2,Risiko Sedang,2,1,Minum infused water lemon dan potongan apel hijau segar sepanjang hari.,Nutrisi & Hidrasi
6,Trimester 2,Risiko Sedang,2,2,Konsumsi obat pengontrol tekanan darah/gula darah (jika diresepkan dokter) tepat jadwal.,Vitamin & Obat
